pos,pos_group,token_str,term_str
NNP,NN,Geology,geology
VBZ,VB,is,is
RB,RB,often,often
VBN,VB,used,used
TO,TO,to,to
VB,VB,inform,inform
DT,DT,the,the
NN,NN,model,model
CC,CC,but,but
VBZ,VB,does,does
RB,RB,not,not
VB,VB,form,form
PRP$,PR,its,its
NN,NN,core,core
IN,IN,For,for
NN,NN,instance,instance
NN,NN,area,area
NN,NN,connectivity,connectivity
VBZ,VB,is,is
RB,RB,often,often
VBN,VB,used,used
IN,IN,in,in
JJ,JJ,parametric,parametric
NNS,NN,methods,methods
TO,TO,to,to
VB,VB,constrain,constrain
CC,CC,or,or
JJ,JJ,scale,scale
NN,NN,migration,migration
NNS,NN,rates,rates
CC,CC,but,but
RB,RB,not,not
IN,IN,as,as
DT,DT,an,an
JJ,JJ,actual,actual
NN,NN,part,part
IN,IN,of,of
DT,DT,the,the
NN,NN,model,model
DT,DT,A,a
JJ,JJ,new,new
NN,NN,generation,generation
IN,IN,of,of
NNS,NN,methods,methods
WDT,WD,that,that
VBP,VB,use,use
DT,DT,the,the
NN,NN,power,power
IN,IN,of,of
NNP,NN,LEMs,lems
TO,TO,to,to
VB,VB,study,study
DT,DT,the,the
JJ,JJ,full,full
NN,NN,panoply,panoply
IN,IN,of,of
JJ,JJ,evolutionary,evolutionary
NNS,NN,processes,processes
IN,IN,at,at
DT,DT,both,both
JJ,JJ,microevolutionary,microevolutionary
NN,NN,population,population
NN,NN,level,level
CC,CC,and,and
JJ,JJ,macroevolutionary,macroevolutionary
JJ,JJ,interspecific,interspecific
NNS,NN,scales,scales
VBP,VB,are,are
RB,RB,now,now
VBG,VB,being,being
VBN,VB,developed,developed
IN,IN,For,for
NN,NN,example,example
NN,NN,uplift,uplift
IN,IN,of,of
DT,DT,a,a
JJ,JJ,dissected,dissected
NN,NN,landscape,landscape
CC,CC,and,and
NN,NN,river,river
NN,NN,capture,capture
VBP,VB,are,are
CD,CD,two,two
JJ,JJ,landscape,landscape
NN,NN,evolution,evolution
VBZ,VB,processes,processes
IN,IN,with,with
JJ,JJ,great,great
NN,NN,power,power
TO,TO,to,to
VB,VB,generate,generate
JJ,JJ,high,high
NNS,NN,species,species
VBP,VB,richness,richness
DT,DT,Both,both
IN,IN,of,of
DT,DT,these,these
NNS,NN,processes,processes
RB,RB,simultaneously,simultaneously
CC,CC,and,and
RB,RB,continuously,continuously
NNS,NN,merge,merge
CC,CC,and,and
JJ,JJ,separate,separate
NNS,NN,portions,portions
IN,IN,of,of
JJ,JJ,adjacent,adjacent
NN,NN,landscape,landscape
NNS,NN,areas,areas
VBG,VB,allowing,allowing
JJ,JJ,biotic,biotic
NN,NN,dispersal,dispersal
CC,CC,and,and
JJR,JJ,larger,larger
JJ,JJ,geographic,geographic
NNS,NN,ranges,ranges
JJ,JJ,vicariant,vicariant
NN,NN,speciation,speciation
CC,CC,and,and
JJR,JJ,smaller,smaller
JJ,JJ,geographic,geographic
NNS,NN,ranges,ranges
CC,CC,and,and
NN,NN,extinction,extinction
WRB,WR,when,when
NN,NN,range,range
NNS,NN,sizes,sizes
VBP,VB,are,are
VBN,VB,subdivided,subdivided
IN,IN,below,below
DT,DT,a,a
JJ,JJ,minimum,minimum
NN,NN,persistence,persistence
NN,NN,threshold,threshold
EX,EX,There,there
VBP,VB,are,are
RB,RB,often,often
JJ,JJ,mixed,mixed
NNS,NN,definitions,definitions
CC,CC,and,and
NNS,NN,questions,questions
VBN,VB,related,related
TO,TO,to,to
DT,DT,the,the
NN,NN,timing,timing
CC,CC,and,and
NN,NN,mode,mode
IN,IN,of,of
JJ,JJ,biotic,biotic
NN,NN,evolution,evolution
IN,IN,in,in
DT,DT,the,the
NNPS,NN,Neotropics,neotropics
DT,DT,The,the
NN,NN,origin,origin
IN,IN,of,of
NNP,NN,Neotropical,neotropical
NN,NN,biodiversity,biodiversity
VBZ,VB,encapsulates,encapsulates
IN,IN,at,at
JJS,JJ,least,least
CD,CD,two,two
VBG,VB,contrasting,contrasting
NNS,NN,subjects,subjects
DT,DT,the,the
NN,NN,timing,timing
IN,IN,of,of
NN,NN,origin,origin
IN,IN,of,of
NN,NN,hyperdiversity,hyperdiversity
FW,FW,i.e.,ie
WRB,WR,when,when
VBD,VB,did,did
DT,DT,the,the
NNP,NN,Neotropics,neotropics
VBP,VB,reach,reach
RB,RB,globally,globally
JJ,JJ,outstanding,outstanding
NNS,NN,levels,levels
IN,IN,of,of
NNS,NN,species,species
NN,NN,richness,richness
CC,CC,and,and
DT,DT,the,the
JJ,JJ,actual,actual
NN,NN,age,age
IN,IN,of,of
JJ,JJ,extant,extant
NNS,NN,species,species
FW,FW,i.e.,ie
WRB,WR,when,when
VBD,VB,did,did
DT,DT,the,the
NNS,NN,species,species
IN,IN,that,that
PRP,PR,we,we
VBP,VB,see,see
NN,NN,today,today
VBP,VB,split,split
IN,IN,from,from
PRP$,PR,their,their
RBS,RB,most,most
JJ,JJ,recent,recent
JJ,JJ,common,common
NNS,NN,ancestors,ancestors
IN,IN,as,as
VBN,VB,defined,defined
IN,IN,by,by
PRP$,PR,their,their
NN,NN,stem,stem
NN,NN,age,age
PRP,PR,It,it
VBZ,VB,is,is
JJ,JJ,clear,clear
IN,IN,that,that
EX,EX,there,there
VBP,VB,have,have
VBN,VB,been,been
JJ,JJ,unusual,unusual
NNS,NN,periods,periods
IN,IN,of,of
NN,NN,time,time
IN,IN,throughout,throughout
JJ,JJ,geological,geological
NN,NN,history,history
DT,DT,both,both
IN,IN,in,in
NNS,NN,terms,terms
IN,IN,of,of
JJ,JJ,biotic,biotic
CC,CC,and,and
JJ,JJ,abiotic,abiotic
NNS,NN,events,events
RB,RB,However,however
DT,DT,all,all
NNS,NN,periods,periods
IN,IN,of,of
NN,NN,time,time
VBP,VB,have,have
VBN,VB,contributed,contributed
TO,TO,to,to
DT,DT,the,the
JJ,JJ,current,current
NN,NN,biodiversity,biodiversity
IN,IN,if,if
VBN,VB,seen,seen
IN,IN,in,in
DT,DT,the,the
NN,NN,perspective,perspective
IN,IN,of,of
DT,DT,the,the
JJ,JJ,evolutionary,evolutionary
NN,NN,continuum,continuum
IN,IN,that,that
VBZ,VB,bridges,bridges
DT,DT,the,the
NN,NN,core,core
NN,NN,biodiversity,biodiversity
NNS,NN,disciplines,disciplines
NNS,NN,Examples,examples
IN,IN,of,of
NNS,NN,studies,studies
WDT,WD,that,that
VBP,VB,have,have
VBN,VB,sought,sought
IN,IN,for,for
JJ,JJ,special,special
NNS,NN,periods,periods
IN,IN,of,of
NN,NN,time,time
RB,RB,often,often
VBN,VB,come,come
IN,IN,from,from
JJ,JJ,time-calibrated,timecalibrated
JJ,JJ,molecular,molecular
NNS,NN,phylogenies,phylogenies
IN,IN,For,for
NN,NN,instance,instance
VB,VB,butterfly,butterfly
JJ,JJ,species-pairs,speciespairs
NN,NN,seem,seem
TO,TO,to,to
VB,VB,be,be
RB,RB,relatively,relatively
JJ,JJ,young,young
IN,IN,in,in
NN,NN,origin,origin
FW,FW,i.e.,ie
CD,CD,2,2
NNP,NN,Ma,ma
VBG,VB,suggesting,suggesting
IN,IN,that,that
DT,DT,the,the
NNP,NN,Pleistocene,pleistocene
CC,CC,and,and
NNP,NN,Holocene,holocene
MD,MD,may,may
VB,VB,have,have
VBN,VB,represented,represented
JJ,JJ,extraordinary,extraordinary
NNS,NN,times,times
IN,IN,for,for
NNP,NN,Neotropical,neotropical
NN,NN,butterfly,butterfly
NN,NN,speciation,speciation
CC,CC,and,and
VBG,VB,following,following
DT,DT,the,the
NN,NN,refugium,refugium
NN,NN,theory,theory
RB,RB,However,however
JJ,JJ,time-calibrated,timecalibrated
NNS,NN,phylogenies,phylogenies
MD,MD,may,may
RB,RB,not,not
RB,RB,fully,fully
VB,VB,address,address
DT,DT,the,the
JJ,JJ,potential,potential
NN,NN,impact,impact
IN,IN,of,of
NN,NN,extinction,extinction
CC,CC,and,and
NNS,NN,species,species
NN,NN,duration,duration
IN,IN,In,in
JJ,JJ,other,other
NNS,NN,words,words
IN,IN,if,if
PRP,PR,we,we
VBD,VB,were,were
JJ,JJ,able,able
TO,TO,to,to
VB,VB,travel,travel
RB,RB,back,back
IN,IN,in,in
NN,NN,time,time
TO,TO,to,to
DT,DT,any,any
NN,NN,period,period
CC,CC,and,and
NN,NN,sequence,sequence
NNS,NN,species,species
IN,IN,around,around
PRP,PR,us,us
DT,DT,the,the
NNS,NN,odds,odds
VBP,VB,are,are
IN,IN,that,that
JJS,JJ,most,most
NNS,NN,species,species
JJ,JJ,alive,alive
MD,MD,might,might
RB,RB,also,also
VB,VB,be,be
RB,RB,around,around
CD,CD,two,two
NNP,NN,Ma,ma
JJ,JJ,old,old
CC,CC,or,or
RBR,RB,less,less
IN,IN,In,in
NN,NN,addition,addition
DT,DT,the,the
NN,NN,definition,definition
IN,IN,of,of
NNS,NN,species,species
MD,MD,may,may
VB,VB,vary,vary
RB,RB,considerably,considerably
VBG,VB,depending,depending
IN,IN,on,on
NNS,NN,data,data
NN,NN,source,source
NN,NN,e.g.,eg
VBN,VB,based,based
IN,IN,on,on
DT,DT,the,the
NN,NN,fossil,fossil
NN,NN,record,record
CC,CC,and,and
JJ,JJ,extant,extant
NNS,NN,populations,populations
CC,CC,and,and
IN,IN,across,across
NN,NN,taxa,taxa
RB,RB,Highly,highly
JJ,JJ,structured,structured
NNS,NN,populations,populations
IN,IN,with,with
JJ,JJ,considerable,considerable
JJ,JJ,genetic,genetic
NNS,NN,divergences,divergences
MD,MD,may,may
VB,VB,be,be
VBN,VB,seen,seen
IN,IN,as,as
NN,NN,incipient,incipient
NNS,NN,species,species
WDT,WD,that,that
VBP,VB,have,have
RB,RB,not,not
RB,RB,yet,yet
VBN,VB,completed,completed
DT,DT,the,the
NN,NN,speciation,speciation
NN,NN,process,process
JJ,JJ,Variable,variable
NNS,NN,species,species
NNS,NN,concepts,concepts
CC,CC,and,and
JJ,JJ,adequate,adequate
NN,NN,sampling,sampling
IN,IN,of,of
NN,NN,extant,extant
CC,CC,and,and
JJ,JJ,extinct,extinct
NN,NN,taxa,taxa
VBP,VB,represent,represent
DT,DT,a,a
JJ,JJ,serious,serious
NN,NN,barrier,barrier
IN,IN,for,for
PRP$,PR,our,our
NN,NN,understanding,understanding
IN,IN,of,of
JJ,JJ,Neotropical,neotropical
NN,NN,diversification,diversification
CC,CC,and,and
NNP,NN,Comparative,comparative
NN,NN,biology,biology
VBZ,VB,has,has
VBN,VB,experienced,experienced
JJ,JJ,major,major
NNS,NN,advancements,advancements
IN,IN,in,in
DT,DT,the,the
NN,NN,theory,theory
CC,CC,and,and
NN,NN,practice,practice
IN,IN,of,of
NN,NN,biogeography,biogeography
CC,CC,and,and
JJ,JJ,molecular,molecular
NNS,NN,phylogenetics,phylogenetics
IN,IN,during,during
DT,DT,the,the
JJ,JJ,past,past
NNS,NN,decades,decades
RB,RB,However,however
PRP,PR,we,we
RB,RB,still,still
VBP,VB,need,need
TO,TO,to,to
VB,VB,increase,increase
NN,NN,sampling,sampling
IN,IN,of,of
NNS,NN,organisms,organisms
RB,RB,drastically,drastically
IN,IN,in,in
NN,NN,order,order
TO,TO,to,to
VB,VB,advance,advance
PRP$,PR,our,our
NN,NN,knowledge,knowledge
IN,IN,on,on
DT,DT,the,the
NNS,NN,patterns,patterns
CC,CC,and,and
NNS,NN,processes,processes
VBG,VB,underlying,underlying
JJ,JJ,Neotropical,neotropical
NN,NN,biodiversity,biodiversity
RB,RB,However,however
NN,NN,fieldwork,fieldwork
IN,IN,in,in
DT,DT,the,the
NNP,NN,Neotropics,neotropics
RB,RB,especially,especially
IN,IN,in,in
JJ,JJ,pristine,pristine
NNS,NN,areas,areas
VBZ,VB,is,is
NN,NN,time,time
VBG,VB,consuming,consuming
CC,CC,and,and
RB,RB,logistically,logistically
VBG,VB,demanding,demanding
NN,NN,Research,research
NN,NN,funding,funding
IN,IN,for,for
JJ,JJ,exploratory,exploratory
NN,NN,inventory,inventory
NNS,NN,projects,projects
VBZ,VB,is,is
RB,RB,also,also
VBG,VB,becoming,becoming
RB,RB,increasingly,increasingly
RBR,RB,harder,harder
TO,TO,to,to
VB,VB,obtain,obtain
IN,IN,despite,despite
DT,DT,the,the
NN,NN,fact,fact
IN,IN,that,that
RB,RB,highly,highly
JJ,JJ,successful,successful
NNS,NN,projects,projects
FW,FW,i.e.,ie
VBG,VB,sequencing,sequencing
DT,DT,the,the
JJ,JJ,first,first
JJ,JJ,human,human
NN,NN,genome,genome
CC,CC,and,and
VBG,VB,creating,creating
DT,DT,the,the
NNP,NN,Amazon,amazon
NNP,NN,Tree,tree
NNP,NN,Diversity,diversity
NNP,NN,Network,network
VBD,VB,were,were
RB,RB,initially,initially
JJ,JJ,discovery-driven,discoverydriven
RB,RB,rather,rather
IN,IN,than,than
VBN,VB,focused,focused
IN,IN,on,on
VBG,VB,testing,testing
JJ,JJ,specific,specific
NNS,NN,hypotheses,hypotheses
RB,RB,Furthermore,furthermore
VBG,VB,obtaining,obtaining
NNS,NN,permits,permits
TO,TO,to,to
VB,VB,collect,collect
CC,CC,and,and
VB,VB,export,export
JJ,JJ,biological,biological
NNS,NN,samples,samples
VBZ,VB,is,is
RB,RB,also,also
JJ,JJ,challenging,challenging
VBG,VB,involving,involving
JJ,JJ,many,many
NNS,NN,differences,differences
IN,IN,across,across
JJ,JJ,national,national
NNS,NN,legislations,legislations
RB,RB,Finally,finally
DT,DT,some,some
NNS,NN,authors,authors
VBP,VB,have,have
VBN,VB,seen,seen
DT,DT,the,the
NN,NN,need,need
IN,IN,of,of
NN,NN,fieldwork,fieldwork
IN,IN,as,as
JJR,JJ,less,less
NN,NN,relevant,relevant
IN,IN,in,in
DT,DT,this,this
NN,NN,era,era
IN,IN,of,of
NNS,NN,museomics,museomics
IN,IN,Despite,despite
PDT,PD,all,all
DT,DT,these,these
NNS,NN,obstacles,obstacles
NN,NN,fieldwork,fieldwork
VBZ,VB,remains,remains
RB,RB,absolutely,absolutely
JJ,JJ,essential,essential
IN,IN,for,for
NN,NN,biodiversity,biodiversity
NNS,NN,data,data
NN,NN,generation,generation
CC,CC,and,and
NN,NN,monitoring,monitoring
NNP,NN,Fieldwork,fieldwork
RB,RB,also,also
VBZ,VB,provides,provides
NNS,NN,students,students
CC,CC,and,and
NNS,NN,researchers,researchers
IN,IN,with,with
DT,DT,a,a
JJR,JJ,deeper,deeper
NN,NN,understanding,understanding
IN,IN,of,of
PRP$,PR,their,their
NN,NN,study,study
NNS,NN,systems,systems
RB,RB,often,often
VBG,VB,providing,providing
JJ,JJ,new,new
NNS,NN,ideas,ideas
CC,CC,and,and
NNS,NN,questions,questions
IN,IN,while,while
VBG,VB,facilitating,facilitating
DT,DT,the,the
NN,NN,establishment,establishment
IN,IN,of,of
JJ,JJ,new,new
NNS,NN,collaborations,collaborations
VBG,VB,enabling,enabling
DT,DT,the,the
NN,NN,exchange,exchange
IN,IN,of,of
NN,NN,knowledge,knowledge
VBG,VB,fueling,fueling
DT,DT,the,the
NN,NN,development,development
IN,IN,of,of
JJ,JJ,new,new
NNS,NN,methods,methods
CC,CC,and,and
VBG,VB,increasing,increasing
DT,DT,the,the
NNS,NN,possibilities,possibilities
IN,IN,of,of
JJ,JJ,major,major
NNS,NN,discoveries,discoveries
PRP,PR,We,we
MD,MD,should,should
RB,RB,seriously,seriously
VB,VB,consider,consider
JJ,JJ,new,new
NNS,NN,strategies,strategies
IN,IN,for,for
DT,DT,the,the
NN,NN,generation,generation
IN,IN,of,of
JJ,JJ,new,new
NN,NN,biodiversity,biodiversity
NNS,NN,data,data
RB,RB,as,as
RB,RB,well,well
IN,IN,as,as
IN,IN,for,for
DT,DT,the,the
NNS,NN,syntheses,syntheses
IN,IN,of,of
DT,DT,the,the
RB,RB,already,already
JJ,JJ,available,available
NNS,NN,data,data
NNP,NN,Multi-taxon,multitaxon
NN,NN,field,field
NNS,NN,campaigns,campaigns
MD,MD,could,could
VB,VB,provide,provide
JJ,JJ,unique,unique
NNS,NN,opportunities,opportunities
IN,IN,for,for
JJ,JJ,intensive,intensive
NN,NN,sampling,sampling
IN,IN,while,while
VBG,VB,optimizing,optimizing
NNS,NN,resources,resources
JJ,JJ,bureaucratic,bureaucratic
CC,CC,and,and
JJ,JJ,logistic,logistic
NNS,NN,efforts,efforts
RB,RB,However,however
DT,DT,this,this
NN,NN,vision,vision
VBZ,VB,requires,requires
DT,DT,a,a
JJ,JJ,radical,radical
NN,NN,re-thinking,rethinking
CC,CC,and,and
NN,NN,re-organization,reorganization
PRP,PR,We,we
VBP,VB,need,need
TO,TO,to,to
VB,VB,provide,provide
JJ,JJ,young,young
NNS,NN,generations,generations
IN,IN,with,with
DT,DT,the,the
NN,NN,training,training
NNS,NN,tools,tools
CC,CC,and,and
NNS,NN,resources,resources
VBN,VB,needed,needed
TO,TO,to,to
VB,VB,carry,carry
RP,RP,out,out
NN,NN,research,research
IN,IN,on,on
DT,DT,all,all
NNS,NN,aspects,aspects
IN,IN,of,of
NN,NN,biodiversity,biodiversity
PRP,PR,We,we
RB,RB,also,also
VBP,VB,need,need
TO,TO,to,to
VB,VB,support,support
JJ,JJ,taxonomic,taxonomic
NNS,NN,specialists,specialists
CC,CC,and,and
NNS,NN,institutions,institutions
IN,IN,in,in
NN,NN,order,order
TO,TO,to,to
RB,RB,adequately,adequately
VB,VB,study,study
JJ,JJ,archive,archive
CC,CC,and,and
JJ,JJ,facilitate,facilitate
JJ,JJ,free,free
NN,NN,access,access
TO,TO,to,to
JJ,JJ,biological,biological
NNS,NN,collections,collections
CC,CC,and,and
VBN,VB,associated,associated
NNS,NN,data,data
IN,IN,In,in
NN,NN,addition,addition
PRP,PR,we,we
RB,RB,also,also
VBP,VB,need,need
TO,TO,to,to
VB,VB,join,join
NNS,NN,forces,forces
IN,IN,across,across
NNS,NN,nations,nations
CC,CC,and,and
NNS,NN,disciplines,disciplines
IN,IN,for,for
JJ,JJ,mutual,mutual
NN,NN,benefit,benefit
CC,CC,and,and
JJ,JJ,joint,joint
JJ,JJ,scientific,scientific
NN,NN,growth,growth
RB,RB,Clearly,clearly
DT,DT,these,these
NNS,NN,investments,investments
MD,MD,would,would
VB,VB,be,be
JJ,JJ,worthwhile,worthwhile
IN,IN,from,from
DT,DT,a,a
JJ,JJ,global,global
NN,NN,perspective,perspective
DT,DT,The,the
NN,NN,future,future
IN,IN,of,of
NNP,NN,Neotropical,neotropical
NN,NN,biodiversity,biodiversity
NN,NN,research,research
VBZ,VB,depends,depends
IN,IN,on,on
JJ,JJ,extensive,extensive
NNS,NN,collaborations,collaborations
CC,CC,and,and
VBN,VB,coordinated,coordinated
NNS,NN,efforts,efforts
CD,CD,Five,five
JJ,JJ,main,main
NN,NN,take,take
NN,NN,home,home
NNS,NN,messages,messages
MD,MD,can,can
VB,VB,be,be
VBN,VB,taken,taken
IN,IN,from,from
DT,DT,this,this
NN,NN,review,review
RB,RB,namely,namely
JJ,JJ,Neotropical,neotropical
NN,NN,biodiversity,biodiversity
VBZ,VB,is,is
RB,RB,exceedingly,exceedingly
JJ,JJ,high,high
RB,RB,regardless,regardless
IN,IN,of,of
DT,DT,the,the
NN,NN,axis,axis
VBD,VB,explored,explored
NN,NN,e.g.,eg
JJ,JJ,taxonomic,taxonomic
JJ,JJ,phylogenetic,phylogenetic
JJ,JJ,functional,functional
VBZ,VB,ecosystems,ecosystems
VBG,VB,Understanding,understanding
DT,DT,the,the
NNS,NN,origins,origins
NN,NN,evolution,evolution
NN,NN,maintenance,maintenance
CC,CC,and,and
NN,NN,distribution,distribution
NNS,NN,patterns,patterns
IN,IN,of,of
NNP,NN,Neotropical,neotropical
NN,NN,biodiversity,biodiversity
VBZ,VB,is,is
DT,DT,a,a
JJ,JJ,grand,grand
JJ,JJ,scientific,scientific
NN,NN,challenge,challenge
IN,IN,with,with
JJ,JJ,many,many
VBG,VB,remaining,remaining
NNS,NN,unknowns,unknowns
JJ,JJ,Trans-disciplinary,transdisciplinary
NN,NN,biogeography,biogeography
VBZ,VB,aims,aims
TO,TO,to,to
RBR,RB,better,better
VB,VB,integrate,integrate
DT,DT,the,the
RB,RB,seemingly,seemingly
JJ,JJ,disparate,disparate
NNS,NN,disciplines,disciplines
VBN,VB,required,required
TO,TO,to,to
VB,VB,explore,explore
DT,DT,the,the
JJ,JJ,biotic,biotic
CC,CC,and,and
JJ,JJ,abiotic,abiotic
NN,NN,evolution,evolution
IN,IN,of,of
DT,DT,the,the
NNP,NN,Neotropics,neotropics
NNP,NN,Many,many
JJ,JJ,methodological,methodological
NNS,NN,advances,advances
MD,MD,will,will
VB,VB,be,be
VBN,VB,required,required
TO,TO,to,to
VB,VB,deal,deal
IN,IN,with,with
DT,DT,the,the
VBG,VB,increasing,increasing
NN,NN,wealth,wealth
IN,IN,of,of
NN,NN,biodiversity,biodiversity
NNS,NN,data,data
CC,CC,and,and
VBN,VB,associated,associated
JJ,JJ,environmental,environmental
CC,CC,and,and
JJ,JJ,geological,geological
NNS,NN,variables,variables
EX,EX,There,there
VBZ,VB,is,is
DT,DT,an,an
JJ,JJ,urgent,urgent
NN,NN,need,need
TO,TO,to,to
VB,VB,fill,fill
DT,DT,the,the
JJ,JJ,many,many
NNS,NN,gaps,gaps
IN,IN,in,in
NN,NN,biodiversity,biodiversity
NN,NN,knowledge,knowledge
VBG,VB,including,including
JJ,JJ,extant,extant
CC,CC,and,and
JJ,JJ,extinct,extinct
NN,NN,taxa,taxa
CC,CC,and,and
PRP$,PR,their,their
NNS,NN,interactions,interactions
DT,DT,This,this
VBZ,VB,calls,calls
IN,IN,for,for
DT,DT,a,a
NN,NN,renaissance,renaissance
IN,IN,for,for
NN,NN,fieldwork,fieldwork
JJ,JJ,Neotropical,neotropical
NN,NN,biodiversity,biodiversity
VBZ,VB,is,is
RB,RB,exceedingly,exceedingly
JJ,JJ,high,high
RB,RB,regardless,regardless
IN,IN,of,of
DT,DT,the,the
NN,NN,axis,axis
VBD,VB,explored,explored
NN,NN,e.g.,eg
JJ,JJ,taxonomic,taxonomic
JJ,JJ,phylogenetic,phylogenetic
JJ,JJ,functional,functional
VBZ,VB,ecosystems,ecosystems
VBG,VB,Understanding,understanding
DT,DT,the,the
NNS,NN,origins,origins
NN,NN,evolution,evolution
NN,NN,maintenance,maintenance
CC,CC,and,and
NN,NN,distribution,distribution
NNS,NN,patterns,patterns
IN,IN,of,of
NNP,NN,Neotropical,neotropical
NN,NN,biodiversity,biodiversity
VBZ,VB,is,is
DT,DT,a,a
JJ,JJ,grand,grand
JJ,JJ,scientific,scientific
NN,NN,challenge,challenge
IN,IN,with,with
JJ,JJ,many,many
VBG,VB,remaining,remaining
NNS,NN,unknowns,unknowns
JJ,JJ,Trans-disciplinary,transdisciplinary
NN,NN,biogeography,biogeography
VBZ,VB,aims,aims
TO,TO,to,to
RBR,RB,better,better
VB,VB,integrate,integrate
DT,DT,the,the
RB,RB,seemingly,seemingly
JJ,JJ,disparate,disparate
NNS,NN,disciplines,disciplines
VBN,VB,required,required
TO,TO,to,to
VB,VB,explore,explore
DT,DT,the,the
JJ,JJ,biotic,biotic
CC,CC,and,and
JJ,JJ,abiotic,abiotic
NN,NN,evolution,evolution
IN,IN,of,of
DT,DT,the,the
NNP,NN,Neotropics,neotropics
NNP,NN,Many,many
JJ,JJ,methodological,methodological
NNS,NN,advances,advances
MD,MD,will,will
VB,VB,be,be
VBN,VB,required,required
TO,TO,to,to
VB,VB,deal,deal
IN,IN,with,with
DT,DT,the,the
VBG,VB,increasing,increasing
NN,NN,wealth,wealth
IN,IN,of,of
NN,NN,biodiversity,biodiversity
NNS,NN,data,data
CC,CC,and,and
VBN,VB,associated,associated
JJ,JJ,environmental,environmental
CC,CC,and,and
JJ,JJ,geological,geological
NNS,NN,variables,variables
EX,EX,There,there
VBZ,VB,is,is
DT,DT,an,an
JJ,JJ,urgent,urgent
NN,NN,need,need
TO,TO,to,to
VB,VB,fill,fill
DT,DT,the,the
JJ,JJ,many,many
NNS,NN,gaps,gaps
IN,IN,in,in
NN,NN,biodiversity,biodiversity
NN,NN,knowledge,knowledge
VBG,VB,including,including
JJ,JJ,extant,extant
CC,CC,and,and
JJ,JJ,extinct,extinct
NN,NN,taxa,taxa
CC,CC,and,and
PRP$,PR,their,their
NNS,NN,interactions,interactions
DT,DT,This,this
VBZ,VB,calls,calls
IN,IN,for,for
DT,DT,a,a
NN,NN,renaissance,renaissance
IN,IN,for,for
NN,NN,fieldwork,fieldwork
IN,IN,As,as
NNS,NN,humans,humans
VBP,VB,continue,continue
TO,TO,to,to
VB,VB,burn,burn
JJ,JJ,fossil,fossil
NNS,NN,fuels,fuels
IN,IN,at,at
DT,DT,an,an
JJ,JJ,unprecedented,unprecedented
NN,NN,rate,rate
DT,DT,the,the
NN,NN,concentration,concentration
IN,IN,of,of
NN,NN,carbon,carbon
NN,NN,dioxide,dioxide
NNP,NN,CO2,co2
IN,IN,in,in
DT,DT,the,the
NN,NN,atmosphere,atmosphere
VBZ,VB,is,is
RB,RB,presently,presently
JJR,JJ,higher,higher
IN,IN,than,than
PRP,PR,it,it
VBZ,VB,has,has
VBN,VB,been,been
IN,IN,for,for
DT,DT,the,the
JJ,JJ,last,last
CD,CD,"420,000",420000
NNS,NN,years,years
DT,DT,The,the
NNS,NN,oceans,oceans
VBP,VB,uptake,uptake
DT,DT,a,a
JJ,JJ,large,large
NN,NN,proportion,proportion
IN,IN,of,of
DT,DT,the,the
JJ,JJ,atmospheric,atmospheric
NNP,NN,CO2,co2
VBG,VB,increasing,increasing
DT,DT,the,the
NNS,NN,concentrations,concentrations
IN,IN,of,of
DT,DT,both,both
JJ,JJ,carbonic,carbonic
NN,NN,acid,acid
CC,CC,and,and
NN,NN,bicarbonate,bicarbonate
NNS,NN,ions,ions
CC,CC,and,and
VBG,VB,reducing,reducing
DT,DT,the,the
NN,NN,concentration,concentration
IN,IN,of,of
NN,NN,carbonate,carbonate
NNS,NN,ions,ions
VBG,VB,shifting,shifting
DT,DT,the,the
NN,NN,ocean,ocean
NN,NN,s,s
NN,NN,acid,acid
NN,NN,base,base
NN,NN,balance,balance
IN,IN,toward,toward
DT,DT,a,a
JJR,JJ,lower,lower
NN,NN,pH,ph
DT,DT,The,the
NN,NN,increase,increase
IN,IN,in,in
JJ,JJ,ocean,ocean
NN,NN,acidification,acidification
RB,RB,directly,directly
VBZ,VB,threatens,threatens
VBG,VB,calcifying,calcifying
JJ,JJ,marine,marine
NNS,NN,organisms,organisms
JJ,JJ,such,such
IN,IN,as,as
JJ,JJ,reef-building,reefbuilding
NNS,NN,corals,corals
CC,CC,and,and
DT,DT,the,the
NN,NN,myriad,myriad
IN,IN,of,of
NNS,NN,species,species
WDT,WD,that,that
VBP,VB,rely,rely
IN,IN,on,on
NNS,NN,corals,corals
IN,IN,for,for
NN,NN,protection,protection
CC,CC,and,and
NN,NN,sustenance,sustenance
NNP,NN,Ocean,ocean
NN,NN,pH,ph
VBZ,VB,has,has
RB,RB,already,already
VBN,VB,decreased,decreased
IN,IN,by,by
CD,CD,0.1,01
NNS,NN,pH,ph
NNS,NN,units,units
IN,IN,since,since
DT,DT,the,the
JJ,JJ,18th,18th
NN,NN,century,century
CC,CC,and,and
VBZ,VB,is,is
VBN,VB,expected,expected
TO,TO,to,to
VB,VB,drop,drop
IN,IN,by,by
DT,DT,another,another
CD,CD,0.2,02
CD,CD,0.4,04
NN,NN,pH,ph
NNS,NN,units,units
IN,IN,by,by
CD,CD,2100,2100
CC,CC,Yet,yet
DT,DT,the,the
NNS,NN,oceans,oceans
VBP,VB,are,are
RB,RB,not,not
JJ,JJ,homogenous,homogenous
IN,IN,in,in
NN,NN,regard,regard
TO,TO,to,to
